r,lyap_true,lyap_est,is_true_positive
3.5,-0.872507345779473,0.0,False
3.504848484848485,-0.5027985127014694,0.0,False
3.5096969696969698,-0.35891851881878206,0.0,False
3.5145454545454546,-0.2675905047780247,0.0,False
3.5193939393939395,-0.2003930111497362,0.0,False
3.5242424242424244,-0.14711693801011794,0.0,False
3.5290909090909093,-0.10291373929938111,0.0,False
3.533939393939394,-0.06509591204655009,0.0,False
3.5387878787878786,-0.03201735150627022,0.0,False
3.5436363636363635,-0.002609610676991695,-0.0011769178881138992,False
3.5484848484848484,-0.06528886386807287,0.0,False
3.5533333333333332,-0.2566611741656486,0.0,False
3.558181818181818,-0.12981763553561776,0.0,False
3.563030303030303,-0.019662931298059114,0.0,False
3.567878787878788,-0.03398577618226202,0.0,False
3.5727272727272728,-0.021031845534808014,0.0,False
3.5775757575757576,-0.060123085964555234,0.0,False
3.5824242424242425,-0.07416850121042232,0.0,False
3.5872727272727274,0.12034849396506317,0.13661128036592818,True
3.5921212121212123,0.16656350935288505,0.17537234988268363,True
3.596969696969697,0.18156144214792172,0.17637838406919765,True
3.601818181818182,0.19777300030294498,0.1899902484461704,True
3.6066666666666665,0.00041756767189153675,-0.004180915630899711,True
3.6115151515151513,0.20309220021783678,0.20335259020222363,True
3.6163636363636362,0.21335834169707946,0.20611823188387382,True
3.621212121212121,0.2162822366176813,0.21956975099840267,True
3.626060606060606,0.17830938813848052,0.1825713184821929,True
3.630909090909091,-0.0736914236078425,0.0,False
3.6357575757575757,0.18691715257955396,0.19881432803773272,True
3.6406060606060606,0.23193343669966018,0.2217954047764439,True
3.6454545454545455,0.2371794375939747,0.21908375822660392,True
3.6503030303030304,0.24853866925175055,0.2646132485985837,True
3.6551515151515153,-0.11870692429299158,0.0,False
3.66,0.2782971897009226,0.28143277688001883,True
3.664848484848485,0.28409009000596974,0.2925959885403058,True
3.66969696969697,0.29411828041294336,0.2966361749392087,True
3.674545454545455,0.3105276482456686,0.30586083792176205,True
3.679393939393939,0.34485072022207897,0.3481203625150485,True
3.684242424242424,0.33449303926252943,0.33450557670591,True
3.689090909090909,0.32064930373215733,0.32055810528106854,True
3.693939393939394,0.3359266556039978,0.31617963297400886,True
3.6987878787878787,0.35556922452475126,0.35770535949777355,True
3.7036363636363636,0.317225089621183,0.29196217134132213,True
3.7084848484848485,0.3563473345074079,0.37018644849292454,True
3.7133333333333334,0.3688669544834915,0.36329038868377234,True
3.7181818181818183,0.3694311449291632,0.3758192202529027,True
3.723030303030303,0.37535360862719447,0.35202008582793637,True
3.727878787878788,0.3833172046547775,0.3877957460109225,True
3.732727272727273,0.37130209216540033,0.3936813277544161,True
3.7375757575757578,0.3306012625273787,0.33576440722683604,True
3.742424242424242,-0.022697959540411122,0.0,False
3.747272727272727,0.3509216018856302,0.32754805236723133,True
3.752121212121212,0.3517127710371708,0.35600003437612227,True
3.756969696969697,0.38005804491908335,0.389906360337441,True
3.7618181818181817,0.36861647817561394,0.4013425457407736,True
3.7666666666666666,0.37094812671337685,0.3657078680057481,True
3.7715151515151515,0.410142665884158,0.41466746731696214,True
3.7763636363636364,0.38719589674078125,0.38122552402425913,True
3.7812121212121212,0.42112595598109315,0.42868784287859935,True
3.786060606060606,0.38602224566546633,0.4016500465195267,True
3.790909090909091,0.42091787582753803,0.4259854196681316,True
3.795757575757576,0.4324243521059725,0.42716471503268594,True
3.8006060606060608,0.4075181374494749,0.4002851779651336,True
3.8054545454545456,0.42647083197539803,0.42392882144567284,True
3.8103030303030305,0.45133307341063356,0.4500198840099849,True
3.815151515151515,0.4337514138165085,0.4313500939883711,True
3.82,0.4238662285869299,0.4259330840914436,True
3.8248484848484847,0.394666048050022,0.4026789429276046,True
3.8296969696969696,-0.3051097660302784,0.0,False
3.8345454545454545,-0.35429643289552293,0.0,False
3.8393939393939394,-0.06393544750973855,0.0,False
3.8442424242424242,-0.3697251359124075,0.0,False
3.849090909090909,-0.013894605799322089,0.0,False
3.853939393939394,-0.024799458426990165,0.0,False
3.858787878787879,0.34226121471436094,0.3473250000082635,True
3.8636363636363638,0.41746209905989706,0.4024157503848292,True
3.8684848484848486,0.42766276530422925,0.441991162887771,True
3.8733333333333335,0.42365798334043514,0.42204852905856793,True
3.878181818181818,0.4554211357797271,0.449624805995038,True
3.883030303030303,0.48837883647645763,0.46791445759807526,True
3.8878787878787877,0.4689107242023941,0.47895420977725356,True
3.8927272727272726,0.47516498383334854,0.4750501572426595,True
3.8975757575757575,0.5238983503176579,0.5309652635219638,True
3.9024242424242424,0.5176087593718279,0.5188894170608651,True
3.9072727272727272,0.44896073630883576,0.42211912747771113,True
3.912121212121212,0.47687643988970957,0.4976753916252189,True
3.916969696969697,0.5226227843336079,0.5238299016944691,True
3.921818181818182,0.5318353118407091,0.5277757760124238,True
3.9266666666666667,0.5457409821892963,0.5298847601499349,True
3.9315151515151516,0.5655810569998088,0.5577498457057202,True
3.9363636363636365,0.5704638624848968,0.576374768419629,True
3.9412121212121214,0.5534515716356531,0.544192676376772,True
3.9460606060606063,0.5759201304809614,0.5851753875836992,True
3.950909090909091,0.5775053244325217,0.5861215302124793,True
3.9557575757575756,0.5957497153660679,0.5889199815419545,True
3.9606060606060605,-0.07630176563198357,0.0,False
3.9654545454545453,0.5925825796690865,0.6007754560007802,True
3.9703030303030302,0.584545131432614,0.573615050991326,True
3.975151515151515,0.6257844655376015,0.6212800280113622,True
3.98,0.620650431516464,0.6252129418694836,True
